id,province,population,x_coord,y_coord,latitude,longitude,name,household_id
52055,5,17131,151251.077948718,133146.726923077,50.5117284461538,4.37791901282051,PONT-A-CELLES,5
52063,5,11258,142510.146333333,137015.689333333,50.54840871,4.26114209333333,SENEFFE,5
52074,5,11432,164541.057586207,122170.239310345,50.4211246586207,4.57339125172414,AISEAU,5
52075,5,9183,155766.78,135044.594827586,50.5231629862069,4.45131801724138,LES BONS VILLERS-MELLET,5
53014,5,20919,109941.041333333,124238.733,50.43244088,3.80925276,BOUSSU,5
53020,5,17214,108505.7503125,120037.8196875,50.392750553125,3.781766746875,DOUR,5
53028,5,21524,115997.798666667,121090.219666667,50.4021760633333,3.88842644333333,FRAMERIES,5
53039,5,7149,103831.064,124816.192666667,50.4316907466667,3.71741995333333,HENSIES,5
53044,5,9990,117362.876176471,134738.372941176,50.5281214941176,3.90482415588235,JURBISE,5
53046,5,3941,117432.265952381,140114.276428571,50.5705867809524,3.90871712857143,LENS,5
53053,5,97177,120941.579281046,127125.918594771,50.4515346235294,3.95589956078431,MONS,5
53065,5,19888,113805.233,125359.1916,50.44465808,3.8607686,QUAREGNON,5
53068,5,6950,101978.993666667,121031.270333333,50.3986714133333,3.69239044,QUIEVRAIN,5
53070,5,23323,109819.42712963,129994.236851852,50.4807025814815,3.80589663703704,SAINT-GHISLAIN,5
53082,5,21086,112841.3392,122226.2144,50.414957824,3.84166128,COLFONTAINE-WASMES,5
53083,5,5316,104526.849230769,116347.647692308,50.3597570769231,3.72337908461538,HONNELLES-ROISIN,5
53084,5,8038,120084.548103448,117474.999137931,50.3673093310345,3.93854691034483,QUEVY,5
54007,5,54769,69931.5088333333,159164.061333333,50.7380200666667,3.23864747166667,MOUSCRON,5
54010,5,18003,49628.2001219512,161139.549390244,50.7438962414634,2.91459287317073,COMINES,5
55004,5,20670,134794.195121951,145251,50.6183017829268,4.1539272804878,BRAINE-LE-COMTE,5
55010,5,11924,126778.216,153152.47,50.692204236,4.048787448,ENGHIEN,5
55022,5,80461,135354.98279661,129197.148644068,50.4742518559322,4.16031796779661,LA LOUVIERE,5
55023,5,17746,112628.975714286,155518.594285714,50.7092676642857,3.83900565714286,LESSINES,5
55035,5,8539,131228.1195,131853.427,50.48932552,4.0986517,LE ROEULX,5
55039,5,8258,120302.541071429,149074.984285714,50.6520566928571,3.94166715,SILLY,5
55040,5,26223,126793.079313725,139022.885294118,50.5633576372549,4.04364381764706,SOIGNIES,5
55050,5,10097,136408.604166667,138994.2125,50.5583399208333,4.165996325,ECAUSSINES,5
56001,5,11816,142972.248235294,121711.341764706,50.40604,4.28394,ANDERLUES,5
56005,5,6870,141717.365227273,102958.569318182,50.2370173090909,4.24818296590909,BEAUMONT,5
56011,5,33624,136400.467461538,122656.485384615,50.4147904876923,4.16794789538462,BINCHE,5
56016,5,10097,146926.77960199,80529.501840796,50.0354124074627,4.33480293880597,CHIMAY,5
56022,5,9898,133387.876,110517.104,50.30563897,4.13532148,ERQUELINNES,5
56029,5,3580,147937.585909091,95906.5845454545,50.1773272818182,4.33217305,FROIDCHAPELLE,5
56044,5,5894,141485.834444444,116045.915555556,50.3538001888889,4.24166217777778,LOBBES,5
56049,5,4250,137098.114,112875.577333333,50.32669724,4.18496406,MERBES-LE-CHATEAU,5
56051,5,5229,138958.323478261,77574.0804347826,50.0144189913043,4.2164479173913,MOMIGNIES,5
56078,5,15953,145502.370444444,112988.498222222,50.3236263466667,4.30578014,THUIN,5
56085,5,8151,130954.328125,119157.2246875,50.389893825,4.09828455,ESTINNES,5
56086,5,14127,153401.683333333,113287.092555556,50.3350936911111,4.40853727111111,HAM,5
56087,5,19409,141210.631666667,126600.108333333,50.4459963633333,4.24802074666667,MORLANWELZ,5
56088,5,4715,138148.677307692,94319.2996153846,50.1690872615385,4.19138152692308,SIVRY,5
57003,5,7752,85777.4275,139273.818333333,50.5617916583333,3.4631156,ANTOING,5
57018,5,5500,84643.1342105263,155511.772631579,50.6591156526316,3.60956528421053,CELLES,5
57027,5,10042,73469.2333333333,153424.772857143,50.6867943571429,3.28800657619048,ESTAIMPUIS,5
57062,5,5362,78367.9965384615,153106.416153846,50.6878045076923,3.35430918461538,PECQ,5
57064,5,17655,92945.8049074074,135308.983611111,50.5243273703704,3.56349938148148,PERUWELZ,5
57072,5,5343,75609.5026666667,137396.278,50.5453235466667,3.31958558,RUMES,5
57081,5,70662,81256.2759302326,145265.59880814,50.6122585267442,3.40074476162791,TOURNAI,5
57093,5,7535,81578.49,135325.468225806,50.524837016129,3.40357061935484,BRUNEHAUT-BLEHARIES,5
